Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Erdogan, G., Jacobs, R.A.","Visual shape perception as Bayesian inference of 3D object-centered shape representations",2017,"Psychological Review","124","6",,"740","761",,,10.1037/rev0000086,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029326163&doi=10.1037%2frev0000086&partnerID=40&md5=3a8e4177e38ffea735beea686e4d8d28",Article,,Scopus,2-s2.0-85029326163
"Cox, G.E., Shiffrin, R.M.","A dynamic approach to recognition memory",2017,"Psychological Review","124","6",,"795","860",,,10.1037/rev0000076,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032972666&doi=10.1037%2frev0000076&partnerID=40&md5=880fc556cf87998ef04457b4559b21c0",Article,,Scopus,2-s2.0-85032972666
"Endress, A.D., Szabó, S.","Interference and memory capacity limitations",2017,"Psychological Review","124","5",,"551","571",,1,10.1037/rev0000071,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017413300&doi=10.1037%2frev0000071&partnerID=40&md5=835b81c5820c4a8795d328bb238e3b1e",Article,,Scopus,2-s2.0-85017413300
"Rand, D.G., Tomlin, D., Bear, A., Ludvig, E.A., Cohen, J.D.","Cyclical population dynamics of automatic versus controlled processing: An evolutionary pendulum",2017,"Psychological Review","124","5",,"626","642",,1,10.1037/rev0000079,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023178142&doi=10.1037%2frev0000079&partnerID=40&md5=1c656ec0e5fece60f4c299d91251c493",Article,,Scopus,2-s2.0-85023178142
"Navarro, D.J., Kemp, C.","None of the above: A Bayesian account of the detection of novel categories",2017,"Psychological Review","124","5",,"643","677",,,10.1037/rev0000077,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023169218&doi=10.1037%2frev0000077&partnerID=40&md5=3c9342a3533e168c32006fa3e70c831d",Article,,Scopus,2-s2.0-85023169218
"Braithwaite, D.W., Pyke, A.A., Siegler, R.S.","A computational model of fraction arithmetic",2017,"Psychological Review","124","5",,"603","625",,,10.1037/rev0000072,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030112074&doi=10.1037%2frev0000072&partnerID=40&md5=43cbd979a8dd340b96718436b5796367",Article,,Scopus,2-s2.0-85030112074
"Laurent, R., Barnaud, M.-L., Schwartz, J.-L., Bessière, P., Diard, J.","The complementary roles of auditory and motor information evaluated in a Bayesian perceptuo-motor model of speech perception",2017,"Psychological Review","124","5",,"572","602",,1,10.1037/rev0000069,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030112662&doi=10.1037%2frev0000069&partnerID=40&md5=cff7530ed76252f9226e5fa9580934ec",Article,,Scopus,2-s2.0-85030112662
"Regenwetter, M., Robinson, M.M.","The construct-behavior gap in behavioral decision research: A challenge beyond replicability",2017,"Psychological Review","124","5",,"533","550",,1,10.1037/rev0000067,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021738844&doi=10.1037%2frev0000067&partnerID=40&md5=5fe781fb6b0811165596145104256c02",Article,,Scopus,2-s2.0-85021738844
"Bhatia, S., Loomes, G.","Noisy preferences in risky choice: A cautionary note",2017,"Psychological Review","124","5",,"678","687",,,10.1037/rev0000073,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021755498&doi=10.1037%2frev0000073&partnerID=40&md5=5f87c69d55c6f3abffd560156552e2fc",Article,Open Access,Scopus,2-s2.0-85021755498
"Heck, D.W., Erdfelder, E.","Linking process and measurement models of recognition-based decisions",2017,"Psychological Review","124","4",,"442","471",,2,10.1037/rev0000063,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017116287&doi=10.1037%2frev0000063&partnerID=40&md5=3f3c63dffca04d7a4e5a59e9d9145c5d",Article,,Scopus,2-s2.0-85017116287
"Francis, G., Manassi, M., Herzog, M.H.","Neural dynamics of grouping and segmentation explain properties of visual crowding",2017,"Psychological Review","124","4",,"483","504",,,10.1037/rev0000070,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018754777&doi=10.1037%2frev0000070&partnerID=40&md5=6efe30bb4e2d8a2c51a49aa28d854654",Article,,Scopus,2-s2.0-85018754777
"Fraulini, N.W., Hancock, G.M., Neigel, A.R., Claypoole, V.L., Szalma, J.L.","A critical examination of the research and theoretical underpinnings discussed in Thomson, Besner, and Smilek (2016)",2017,"Psychological Review","124","4",,"525","531",,2,10.1037/rev0000066,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021140181&doi=10.1037%2frev0000066&partnerID=40&md5=18fcafd226d0477bca56e14a304fa586",Note,,Scopus,2-s2.0-85021140181
"Schütt, H.H., Rothkegel, L.O.M., Trukenbrod, H.A., Reich, S., Wichmann, F.A., Engbert, R.","Likelihood-based parameter estimation and comparison of dynamical cognitive models",2017,"Psychological Review","124","4",,"505","524",,2,10.1037/rev0000068,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021136667&doi=10.1037%2frev0000068&partnerID=40&md5=61a581f99b5583c551aec43904b0431a",Article,,Scopus,2-s2.0-85021136667
"Tauber, S., Navarro, D.J., Perfors, A., Steyvers, M.","Bayesian models of cognition revisited: Optimality aside and letting data drive psychological theory",2017,"Psychological Review","124","4",,"410","441",,2,10.1037/rev0000052,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017137038&doi=10.1037%2frev0000052&partnerID=40&md5=a6bb9bc67023abf94fddb482f0b62371",Article,,Scopus,2-s2.0-85017137038
"Erev, I., Ert, E., Plonsky, O., Cohen, D., Cohen, O.","From anomalies to forecasts: Toward a descriptive model of decisions under risk, under ambiguity, and from experience",2017,"Psychological Review","124","4",,"369","409",,5,10.1037/rev0000062,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014731136&doi=10.1037%2frev0000062&partnerID=40&md5=76b50e4c512dd41481a358995f968437",Article,,Scopus,2-s2.0-85014731136
"Ashby, F.G., Rosedahl, L.","A neural interpretation of exemplar theory",2017,"Psychological Review","124","4",,"472","482",,1,10.1037/rev0000064,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017119879&doi=10.1037%2frev0000064&partnerID=40&md5=123ab62cee81fe6fddd16a820adbafd1",Article,,Scopus,2-s2.0-85017119879
"Bramley, N.R., Dayan, P., Griffiths, T.L., Lagnado, D.A.","Formalizing neurath's ship: Approximate algorithms for online causal learning",2017,"Psychological Review","124","3",,"301","338",,3,10.1037/rev0000061,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013790587&doi=10.1037%2frev0000061&partnerID=40&md5=98647e048c1214da772e9253235dd2de",Article,,Scopus,2-s2.0-85013790587
"Osiurak, F., Badets, A.","Use of tools and misuse of embodied cognition: Reply to buxbaum (2017)",2017,"Psychological Review","124","3",,"361","368",,4,10.1037/rev0000065,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016477937&doi=10.1037%2frev0000065&partnerID=40&md5=509295fe977cee60d15a1edc85c05c01",Article,,Scopus,2-s2.0-85016477937
"Kita, S., Alibali, M.W., Chu, M.","How do gestures influence thinking and speaking? The gesture-for-conceptualization hypothesis",2017,"Psychological Review","124","3",,"245","266",,5,10.1037/rev0000059,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013757853&doi=10.1037%2frev0000059&partnerID=40&md5=1982fbd9e64d32028b689b165384093d",Article,,Scopus,2-s2.0-85013757853
"Evans, N.J., Howard, Z.L., Heathcote, A., Brown, S.D.","Model flexibility analysis does not measure the persuasiveness of a fit",2017,"Psychological Review","124","3",,"339","345",,1,10.1037/rev0000057,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011396268&doi=10.1037%2frev0000057&partnerID=40&md5=b698039b6e2fc6949274cfc8a2414b7d",Article,,Scopus,2-s2.0-85011396268
"Tatler, B.W., Brockmole, J.R., Carpenter, R.H.S.","Latest: A model of saccadic decisions in space and time",2017,"Psychological Review","124","3",,"267","300",,5,10.1037/rev0000054,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016460036&doi=10.1037%2frev0000054&partnerID=40&md5=c26bac460dc45b6bed56f2d2f3fe65e8",Article,,Scopus,2-s2.0-85016460036
"Buxbaum, L.J.","Learning, remembering, and predicting how to use tools: Distributed neurocognitive mechanisms: Comment on osiurak and badets (2016)",2017,"Psychological Review","124","3",,"346","360",,5,10.1037/rev0000051,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016515810&doi=10.1037%2frev0000051&partnerID=40&md5=8b0924a3d0613c9f8f71d947a96d9797",Article,,Scopus,2-s2.0-85016515810
"Minot, T., Dury, H.L., Eguchi, A., Humphreys, G.W., Stringer, S.M.","The neural representation of the gender of faces in the primate visual system: A computer modeling study",2017,"Psychological Review","124","2",,"154","167",,,10.1037/rev0000049,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008498785&doi=10.1037%2frev0000049&partnerID=40&md5=226982c8a82b6690942198303c589cf3",Article,,Scopus,2-s2.0-85008498785
"Keramati, M., Durand, A., Girardeau, P., Gutkin, B., Ahmed, S.H.","Cocaine addiction as a homeostatic reinforcement learning disorder",2017,"Psychological Review","124","2",,"130","153",,1,10.1037/rev0000046,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009742298&doi=10.1037%2frev0000046&partnerID=40&md5=bdbd5fb0636ce4f38ad16a7f24023b4c",Article,,Scopus,2-s2.0-85009742298
"Gigerenzerk, G., Garcia-Retamero, R.","Cassandra's regret: The psychology of not wanting to know",2017,"Psychological Review","124","2",,"179","196",,,10.1037/rev0000055,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013452732&doi=10.1037%2frev0000055&partnerID=40&md5=18e24d8e647ed1a3fc3857e6297f995c",Article,,Scopus,2-s2.0-85013452732
"van den Berg, R., Yoo, A.H., Ma, W.J.","Fechner's law in metacognition: A quantitative model of visual working memory confidence",2017,"Psychological Review","124","2",,"197","214",,1,10.1037/rev0000060,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013408553&doi=10.1037%2frev0000060&partnerID=40&md5=31b559de3999641fa019a10c8784bb57",Article,,Scopus,2-s2.0-85013408553
"Kiesner, J.","The menstrual cycle-response and developmental affective-risk model: A multilevel and integrative model of influence",2017,"Psychological Review","124","2",,"215","244",,,10.1037/rev0000058,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013439568&doi=10.1037%2frev0000058&partnerID=40&md5=1ca70d9079d035aef88f09ebfdcccaf4",Article,,Scopus,2-s2.0-85013439568
"Tanner, J., Itti, L.","Goal relevance as a quantitative model of human task relevance",2017,"Psychological Review","124","2",,"168","178",,,10.1037/rev0000053,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013436840&doi=10.1037%2frev0000053&partnerID=40&md5=fddfac31000a8cfedc39554a69ad3f2d",Article,,Scopus,2-s2.0-85013436840
"Kramer, R.S.S., Young, A.W., Day, M.G., Burton, A.M.","Robust social categorization emerges from learning the identities of very few faces",2017,"Psychological Review","124","2",,"115","129",,4,10.1037/rev0000048,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008155954&doi=10.1037%2frev0000048&partnerID=40&md5=92c6b32d5370ad1f18a62893170863bf",Article,,Scopus,2-s2.0-85008155954
"Bhatia, S.","Associative judgment and vector space semantics",2017,"Psychological Review","124","1",,"1","20",,2,10.1037/rev0000047.supp,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006914098&doi=10.1037%2frev0000047.supp&partnerID=40&md5=4ed852ae797ae16e8435f378aa173b95",Article,,Scopus,2-s2.0-85006914098
"Fleming, S.M., Daw, N.D.","Self-evaluation of decision-making: A general bayesian framework for metacognitive computation",2017,"Psychological Review","124","1",,"91","114",,14,10.1037/rev0000045,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006867249&doi=10.1037%2frev0000045&partnerID=40&md5=f243dea344ad1895c78dd7512f56acb3",Article,Open Access,Scopus,2-s2.0-85006867249
"Lovett, A., Forbus, K.","Modeling visual problem solving as analogical reasoning",2017,"Psychological Review","124","1",,"60","90",,8,10.1037/rev0000039,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006894345&doi=10.1037%2frev0000039&partnerID=40&md5=086577b6745b7216e35b79be9782feba",Article,,Scopus,2-s2.0-85006894345
"Oberauer, K., Lin, H.-Y.","An interference model of visual working memory",2017,"Psychological Review","124","1",,"21","59",,14,10.1037/rev0000044,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001033021&doi=10.1037%2frev0000044&partnerID=40&md5=9fc95406df3041605d5b2a8f0d027cd6",Article,,Scopus,2-s2.0-85001033021
"Eaves, B.S., Feldman, N.H., Griffiths, T.L., Shafto, P.","Infant-directed speech is consistent with teaching",2016,"Psychological Review","123","6",,"758","771",,4,10.1037/rev0000031,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963857416&doi=10.1037%2frev0000031&partnerID=40&md5=09137c05c3cc329f6bd13fd1896b75d3",Article,,Scopus,2-s2.0-84963857416
"Eguchi, A., Humphreys, G.W., Stringer, S.M.","The visually guided development of facial representations in the primate ventral visual pathway: A computer modeling study",2016,"Psychological Review","123","6",,"696","739",,2,10.1037/rev0000042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994701980&doi=10.1037%2frev0000042&partnerID=40&md5=6cd4c81b240fc1ebb4f36acac705f36b",Article,,Scopus,2-s2.0-84994701980
"Dotan, D., Dehaene, S.","On the origins of logarithmic number-to-position mapping",2016,"Psychological Review","123","6",,"637","666",,,10.1037/rev0000038,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994748508&doi=10.1037%2frev0000038&partnerID=40&md5=4902053bd6653c74c500c0608f58a8f6",Article,,Scopus,2-s2.0-84994748508
"Huber, S., Nuerk, H.-C., Willmes, K., Moeller, K.","A general model framework for multisymbol number comparison",2016,"Psychological Review","123","6",,"667","695",,3,10.1037/rev0000040,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986559339&doi=10.1037%2frev0000040&partnerID=40&md5=909b97fc9bc13557911f8a941f5ff358",Article,,Scopus,2-s2.0-84986559339
"Mizzi, R., Michael, G.A.","Exploring visual attention functions of the human extrageniculate pathways through behavioral cues",2016,"Psychological Review","123","6",,"740","757",,,10.1037/rev0000037,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990964693&doi=10.1037%2frev0000037&partnerID=40&md5=eadd0b9e2e39ac7c01b7e99ab2e532ff",Article,,Scopus,2-s2.0-84990964693
"Howard-Jones, P.A., Varma, S., Ansari, D., Butterworth, B., De Smedt, B., Goswami, U., Laurillard, D., Thomas, M.S.C.","The principles and practices of educational neuroscience: Comment on Bowers (2016)",2016,"Psychological Review","123","5",,"620","627",,8,10.1037/rev0000036,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988566317&doi=10.1037%2frev0000036&partnerID=40&md5=e6d367c3487cf721f0a5c0555bd6ea0b",Note,,Scopus,2-s2.0-84988566317
"Gabrieli, J.D.E.","The promise of educational neuroscience: Comment on Bowers (2016)",2016,"Psychological Review","123","5",,"613","619",,5,10.1037/rev0000034,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988637642&doi=10.1037%2frev0000034&partnerID=40&md5=962e7f03801b48f475383a5beac0170d",Note,,Scopus,2-s2.0-84988637642
"Anderson, J.R., Zhang, Q., Borst, J.P., Walsh, M.M.","The discovery of processing stages: Extension of Sternberg's method",2016,"Psychological Review","123","5",,"481","509",,7,10.1037/rev0000030,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964725530&doi=10.1037%2frev0000030&partnerID=40&md5=034ee2bce9dc410c5a751fb787e86f61",Article,,Scopus,2-s2.0-84964725530
"Bowers, J.S.","The practical and principled problems with educational neuroscience",2016,"Psychological Review","123","5",,"600","612",,16,10.1037/rev0000025,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962319193&doi=10.1037%2frev0000025&partnerID=40&md5=f0572326ac43e1f97241d8033f2217c9",Note,,Scopus,2-s2.0-84962319193
"McAbee, S.T., Connelly, B.S.","A multi-rater framework for studying personality: The trait-reputation-identity model",2016,"Psychological Review","123","5",,"569","591",,8,10.1037/rev0000035,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988663741&doi=10.1037%2frev0000035&partnerID=40&md5=3a0101ca9dcdf02d9a5bda1c583b4f80",Article,,Scopus,2-s2.0-84988663741
"Osiurak, F., Badets, A.","Tool use and affordance: Manipulation-based versus reasoning-based approaches",2016,"Psychological Review","123","5",,"534","568",,28,10.1037/rev0000027,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957990989&doi=10.1037%2frev0000027&partnerID=40&md5=45df413ffb3e9c91c8b5893407f2a61c",Article,,Scopus,2-s2.0-84957990989
"Bowers, J.S.","Psychology, not educational neuroscience, is the way forward for improving educational outcomes for all children: Reply to Gabrieli (2016) and Howard-Jones et al. (2016)",2016,"Psychological Review","123","5",,"628","635",,1,10.1037/rev0000043,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988647250&doi=10.1037%2frev0000043&partnerID=40&md5=85bff86aea2903b7f296796ac8c23dbc",Letter,,Scopus,2-s2.0-84988647250
"Besner, D., Risko, E.F.","Thinking outside the box when reading aloud: Between (localist) module connection strength as a source of word frequency effects",2016,"Psychological Review","123","5",,"592","599",,2,10.1037/rev0000041,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988660000&doi=10.1037%2frev0000041&partnerID=40&md5=1ae091b6d1e36e5942b823a5b723fbfd",Article,,Scopus,2-s2.0-84988660000
"Searcy, S.R., Shafto, P.","Cooperative inference: Features, objects, and collections",2016,"Psychological Review","123","5",,"510","533",,,10.1037/rev0000032,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977150940&doi=10.1037%2frev0000032&partnerID=40&md5=fdedf6b6128cf6d1fc1b2cfc7787fdb1",Article,,Scopus,2-s2.0-84977150940
"Smith, P.L.","Diffusion theory of decision making in continuous report",2016,"Psychological Review","123","4",,"125","151",,8,10.1037/rev0000023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959454628&doi=10.1037%2frev0000023&partnerID=40&md5=430a87ec9021c4428a5a511e703d6f4d",Article,,Scopus,2-s2.0-84959454628
"Howes, A., Warren, P.A., Farmer, G., El-Deredy, W., Lewis, R.L.","Why contextual preference reversals maximize expected value",2016,"Psychological Review","123","4",,"368","391",,6,10.1037/a0039996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975700564&doi=10.1037%2fa0039996&partnerID=40&md5=9c0c431c2de64c31f786affcc535ea3a",Article,,Scopus,2-s2.0-84975700564
"Piantadosi, S.T., Tenenbaum, J.B., Goodman, N.D.","The logical primitives of thought: Empirical foundations for compositional cognitive models",2016,"Psychological Review","123","4",,"392","424",,4,10.1037/a0039980,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962915587&doi=10.1037%2fa0039980&partnerID=40&md5=f8436d0a1b97179ea430250e82f430ae",Article,,Scopus,2-s2.0-84962915587
"Maier, S.F., Seligman, M.E.P.","Learned helplessness at fifty: Insights from neuroscience",2016,"Psychological Review","123","4",,"1","19",,18,10.1037/rev0000033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975730905&doi=10.1037%2frev0000033&partnerID=40&md5=2d8fb2deb9c1a069b74070b6f96a4e82",Article,,Scopus,2-s2.0-84975730905
"Shen, S., Ma, W.J.","A detailed comparison of optimality and simplicity in perceptual decision making",2016,"Psychological Review","123","4",,"152","180",,3,10.1037/rev0000028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967263107&doi=10.1037%2frev0000028&partnerID=40&md5=e9c686ed9eb024717820c53913bbc917",Article,,Scopus,2-s2.0-84967263107
"Omer, H., Satran, S., Driter, O.","Vigilant care: An integrative reformulation regarding parental monitoring",2016,"Psychological Review","123","3",,"291","304",,2,10.1037/rev0000024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963985256&doi=10.1037%2frev0000024&partnerID=40&md5=230f448ca06565fb51d6b99f330c7c4c",Article,,Scopus,2-s2.0-84963985256
"Harrison, H.S., Turvey, M.T., Frank, T.D.","Affordance-based perception-action dynamics: A model of visually guided braking",2016,"Psychological Review","123","3",,"305","323",,5,10.1037/rev0000029,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957991029&doi=10.1037%2frev0000029&partnerID=40&md5=75af5f20348e4eb631aac3c4343e99fb",Article,,Scopus,2-s2.0-84957991029
"Clark, H.H.","Depicting as a method of communication",2016,"Psychological Review","123","3",,"324","347",,20,10.1037/rev0000026,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957641774&doi=10.1037%2frev0000026&partnerID=40&md5=3a29f00d73faadd1c0e14da9828a32a1",Article,,Scopus,2-s2.0-84957641774
"Joiner, T.E., Hom, M.A., Hagan, C.R., Silva, C.","Suicide as a derangement of the self-sacrificial aspect of eusociality",2016,"Psychological Review","123","3",,"235","254",,13,10.1037/rev0000020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946100584&doi=10.1037%2frev0000020&partnerID=40&md5=af6e696d1bb2a095bdbaaf15a215becd",Article,,Scopus,2-s2.0-84946100584
"Chuderski, A., Smolen, T.","An integrated utility-based model of conflict evaluation and resolution in the stroop task",2016,"Psychological Review","123","3",,"255","290",,4,10.1037/a0039979,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953924375&doi=10.1037%2fa0039979&partnerID=40&md5=15297c7d77dee36fd22e9c1a653184d4",Article,,Scopus,2-s2.0-84953924375
"Simen, P., Vlasov, K., Papadakis, S.","Scale (In)variance in a unified diffusion model of decision making and timing",2016,"Psychological Review","123","2",,"151","181",,7,10.1037/rev0000014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946433862&doi=10.1037%2frev0000014&partnerID=40&md5=9249561c0190452227324b2e2ef2bffd",Article,,Scopus,2-s2.0-84946433862
"Butterfill, S.A., Apperly, I.A.","Is goal ascription possible in minimal mindreading?",2016,"Psychological Review","123","2",,"228","233",,4,10.1037/rev0000022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964388540&doi=10.1037%2frev0000022&partnerID=40&md5=3e7077cf19520a586a9e28cc5ee78697",Note,,Scopus,2-s2.0-84964388540
