Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Leger, K.A., Charles, S.T., Almeida, D.M.","Let It Go: Lingering Negative Affect in Response to Daily Stressors Is Associated With Physical Health Years Later",2018,"Psychological Science",,,,"","",,,10.1177/0956797618763097,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044288975&doi=10.1177%2f0956797618763097&partnerID=40&md5=52a9819f492a4873d978a8e4778a67f9",Article in Press,,Scopus,2-s2.0-85044288975
"Gilder, T.S.E., Heerey, E.A.","The Role of Experimenter Belief in Social Priming",2018,"Psychological Science","29","3",,"403","417",,,10.1177/0956797617737128,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043705212&doi=10.1177%2f0956797617737128&partnerID=40&md5=d3eca932d5bb99c1f7ab8521aa25f52d",Article,,Scopus,2-s2.0-85043705212
"Kappes, A., Faber, N.S., Kahane, G., Savulescu, J., Crockett, M.J.","Concern for Others Leads to Vicarious Optimism",2018,"Psychological Science","29","3",,"379","389",,,10.1177/0956797617737129,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043487455&doi=10.1177%2f0956797617737129&partnerID=40&md5=b70f6fd0fa55318613d461a5815c486b",Article,,Scopus,2-s2.0-85043487455
"Sisk, V.F., Burgoyne, A.P., Sun, J., Butler, J.L., Macnamara, B.N.","To What Extent and Under Which Circumstances Are Growth Mind-Sets Important to Academic Achievement? Two Meta-Analyses",2018,"Psychological Science",,,,"","",,,10.1177/0956797617739704,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043466197&doi=10.1177%2f0956797617739704&partnerID=40&md5=bc33d9652a3b2abe7b65875a6b639067",Article in Press,,Scopus,2-s2.0-85043466197
"O’Connor, K., Cheema, A.","Do Evaluations Rise With Experience?",2018,"Psychological Science",,,,"","",,,10.1177/0956797617744517,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043448690&doi=10.1177%2f0956797617744517&partnerID=40&md5=c2f60cbcfec4aed9fb334eaf8386c76a",Article in Press,,Scopus,2-s2.0-85043448690
"Stafford, T.","Female Chess Players Outperform Expectations When Playing Men",2018,"Psychological Science","29","3",,"429","436",,,10.1177/0956797617736887,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043688106&doi=10.1177%2f0956797617736887&partnerID=40&md5=c9670d88da934e567626d9fff9c1da4e",Article,,Scopus,2-s2.0-85043688106
"Wade, K.A., Garry, M., Pezdek, K.","Deconstructing Rich False Memories of Committing Crime: Commentary on Shaw and Porter (2015)",2018,"Psychological Science","29","3",,"471","476",,1,10.1177/0956797617703667,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043700242&doi=10.1177%2f0956797617703667&partnerID=40&md5=ccba48e28859b29b35940a0225e68029",Note,,Scopus,2-s2.0-85043700242
"Rocklage, M.D., Rucker, D.D., Nordgren, L.F.","Persuasion, Emotion, and Language: The Intent to Persuade Transforms Language via Emotionality",2018,"Psychological Science",,,,"","",,,10.1177/0956797617744797,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044090392&doi=10.1177%2f0956797617744797&partnerID=40&md5=1f0d899067d39237ca19d2d70131feea",Article in Press,,Scopus,2-s2.0-85044090392
"Salvatore, J.E., Larsson Lönn, S., Sundquist, J., Sundquist, K., Kendler, K.S.","Genetics, the Rearing Environment, and the Intergenerational Transmission of Divorce: A Swedish National Adoption Study",2018,"Psychological Science","29","3",,"370","378",,,10.1177/0956797617734864,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043697661&doi=10.1177%2f0956797617734864&partnerID=40&md5=257958fa5d0165faf711c45fc8abff9b",Article,,Scopus,2-s2.0-85043697661
"Fornaciai, M., Park, J.","Attractive Serial Dependence in the Absence of an Explicit Task",2018,"Psychological Science","29","3",,"437","446",,,10.1177/0956797617737385,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043462146&doi=10.1177%2f0956797617737385&partnerID=40&md5=a2943dd21e0d6f0ca273434d7b77970f",Article,,Scopus,2-s2.0-85043462146
"Shaw, J.","How Can Researchers Tell Whether Someone Has a False Memory? Coding Strategies in Autobiographical False-Memory Research: A Reply to Wade, Garry, and Pezdek (2018)",2018,"Psychological Science","29","3",,"477","480",,,10.1177/0956797618759552,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043721177&doi=10.1177%2f0956797618759552&partnerID=40&md5=9cb78cef70792c432fbe7d5fc85e732c",Letter,,Scopus,2-s2.0-85043721177
[No author name available],"Corrigendum: Constructing Rich False Memories of Committing Crime",2018,"Psychological Science",,,,"","",,,10.1177/0956797618762341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043696967&doi=10.1177%2f0956797618762341&partnerID=40&md5=8874e4c8c4f4d2173d8c7f6db9788aa9",Article in Press,,Scopus,2-s2.0-85043696967
"Krupp, D.B., Cook, T.R.","Local Competition Amplifies the Corrosive Effects of Inequality",2018,"Psychological Science",,,,"","",,,10.1177/0956797617748419,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044357512&doi=10.1177%2f0956797617748419&partnerID=40&md5=e32b5ad37364ca03556d84b9dc8387da",Article in Press,,Scopus,2-s2.0-85044357512
"Wertz, J., Caspi, A., Belsky, D.W., Beckley, A.L., Arseneault, L., Barnes, J.C., Corcoran, D.L., Hogan, S., Houts, R.M., Morgan, N., Odgers, C.L., Prinz, J.A., Sugden, K., Williams, B.S., Poulton, R., Moffitt, T.E.","Genetics and Crime: Integrating New Genomic Discoveries Into Psychological Research About Antisocial Behavior",2018,"Psychological Science",,,,"","",,,10.1177/0956797617744542,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044079330&doi=10.1177%2f0956797617744542&partnerID=40&md5=d6f5a97b0c35e416c50e13dd2f0be05b",Article in Press,,Scopus,2-s2.0-85044079330
"Smith, L.G.E., McGarty, C., Thomas, E.F.","After Aylan Kurdi: How Tweeting About Death, Threat, and Harm Predict Increased Expressions of Solidarity With Refugees Over Time",2018,"Psychological Science",,,,"","",,,10.1177/0956797617741107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043702449&doi=10.1177%2f0956797617741107&partnerID=40&md5=8655acabed3354e3f9d6174d50710fa8",Article in Press,,Scopus,2-s2.0-85043702449
"Chen, H., Carlson, R.A., Wyble, B.","Is Source Information Automatically Available in Working Memory?",2018,"Psychological Science",,,,"","",,,10.1177/0956797617742158,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043486459&doi=10.1177%2f0956797617742158&partnerID=40&md5=ae4d0949f87f8c559d73703927ed00b3",Article in Press,,Scopus,2-s2.0-85043486459
"Pike, B.E., Kilduff, G.J., Galinsky, A.D.","The Long Shadow of Rivalry: Rivalry Motivates Performance Today and Tomorrow",2018,"Psychological Science",,,,"","",,,10.1177/0956797617744796,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043483454&doi=10.1177%2f0956797617744796&partnerID=40&md5=a6a27388574457325d4fdf9aae8e69c7",Article in Press,,Scopus,2-s2.0-85043483454
"Stoet, G., Geary, D.C.","The Gender-Equality Paradox in Science, Technology, Engineering, and Mathematics Education",2018,"Psychological Science",,,,"","",,1,10.1177/0956797617741719,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043700102&doi=10.1177%2f0956797617741719&partnerID=40&md5=6fe4d17d8d42beda6e08b8f806e227af",Article in Press,,Scopus,2-s2.0-85043700102
"Dwyer, D.M., Figueroa, J., Gasalla, P., López, M.","Reward Adaptation and the Mechanisms of Learning: Contrast Changes Reward Value in Rats and Drives Learning",2018,"Psychological Science","29","2",,"219","227",,,10.1177/0956797617729825,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042134144&doi=10.1177%2f0956797617729825&partnerID=40&md5=75ea9d03440e2eb529a7d9ee2341729a",Article,,Scopus,2-s2.0-85042134144
"Freundlieb, M., Kovács, Á.M., Sebanz, N.","Reading Your Mind While You Are Reading—Evidence for Spontaneous Visuospatial Perspective Taking During a Semantic Categorization Task",2018,"Psychological Science",,,,"","",,,10.1177/0956797617740973,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043484081&doi=10.1177%2f0956797617740973&partnerID=40&md5=c221424801808b1b9764657c8e267861",Article in Press,,Scopus,2-s2.0-85043484081
"Hicks, L.L., McNulty, J.K., Meltzer, A.L., Olson, M.A.","A Dual-Process Perspective on How Sexual Experiences Shape Automatic Versus Explicit Relationship Satisfaction: Reply to Brody, Costa, Klapilová, and Weiss (2018)",2018,"Psychological Science",,,,"","",,,10.1177/0956797618760848,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043678449&doi=10.1177%2f0956797618760848&partnerID=40&md5=af40bf06af891fa1b8c4f7566a602458",Article in Press,,Scopus,2-s2.0-85043678449
"Geary, D.C., vanMarle, K., Chu, F.W., Rouder, J., Hoard, M.K., Nugent, L.","Early Conceptual Understanding of Cardinality Predicts Superior School-Entry Number-System Knowledge",2018,"Psychological Science","29","2",,"191","205",,1,10.1177/0956797617729817,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042083089&doi=10.1177%2f0956797617729817&partnerID=40&md5=468510462252022b2a77b40275b88a42",Article,,Scopus,2-s2.0-85042083089
"Tong, J., Feiler, D., Ivantsova, A.","Good Choice, Bad Judgment: How Choice Under Uncertainty Generates Overoptimism",2018,"Psychological Science","29","2",,"254","265",,,10.1177/0956797617731637,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042118188&doi=10.1177%2f0956797617731637&partnerID=40&md5=1478c5ec04ac59820041df5ed417c266",Article,,Scopus,2-s2.0-85042118188
"Laurin, K.","Inaugurating Rationalization: Three Field Studies Find Increased Rationalization When Anticipated Realities Become Current",2018,"Psychological Science",,,,"","",,,10.1177/0956797617738814,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043472782&doi=10.1177%2f0956797617738814&partnerID=40&md5=e9d92366c5916c5992fba9bb2047b6cb",Article in Press,,Scopus,2-s2.0-85043472782
"Hartman, S., Freeman, S.M., Bales, K.L., Belsky, J.","Prenatal Stress as a Risk—and an Opportunity—Factor",2018,"Psychological Science",,,,"","",,,10.1177/0956797617739983,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043709596&doi=10.1177%2f0956797617739983&partnerID=40&md5=16cb852c0f7d9e0001d65baf7036ad59",Article in Press,,Scopus,2-s2.0-85043709596
"Kardas, M., O’Brien, E.","Easier Seen Than Done: Merely Watching Others Perform Can Foster an Illusion of Skill Acquisition",2018,"Psychological Science",,,,"","",,,10.1177/0956797617740646,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043683899&doi=10.1177%2f0956797617740646&partnerID=40&md5=13e0cfa280317c68593d3713a069a9fd",Article in Press,,Scopus,2-s2.0-85043683899
"Gomez, M.A., Skiba, R.M., Snow, J.C.","Graspable Objects Grab Attention More Than Images Do",2018,"Psychological Science","29","2",,"206","218",,,10.1177/0956797617730599,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042068115&doi=10.1177%2f0956797617730599&partnerID=40&md5=71fb2d7e6c7d6baa917c0237d0051b62",Article,,Scopus,2-s2.0-85042068115
"Feldman, G., Wong, K.F.E.","When Action-Inaction Framing Leads to Higher Escalation of Commitment: A New Inaction-Effect Perspective on the Sunk-Cost Fallacy",2018,"Psychological Science",,,,"","",,,10.1177/0956797617739368,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044060993&doi=10.1177%2f0956797617739368&partnerID=40&md5=9ff8929c7eaab9c071ab482847140900",Article in Press,,Scopus,2-s2.0-85044060993
"Liu, Y., Reichle, E.D.","Eye-Movement Evidence for Object-Based Attention in Chinese Reading",2018,"Psychological Science","29","2",,"278","287",,,10.1177/0956797617734827,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042069059&doi=10.1177%2f0956797617734827&partnerID=40&md5=45695a4b4e1b7df314281cbe2e5bec90",Article,,Scopus,2-s2.0-85042069059
"Siegel, E.H., Wormwood, J.B., Quigley, K.S., Barrett, L.F.","Seeing What You Feel: Affect Drives Visual Perception of Structurally Neutral Faces",2018,"Psychological Science",,,,"","",,,10.1177/0956797617741718,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043720023&doi=10.1177%2f0956797617741718&partnerID=40&md5=afdfa84f73c6930843b1ea274eb814c1",Article in Press,,Scopus,2-s2.0-85043720023
"Groh, A.M., Haydon, K.C.","Mothers’ Neural and Behavioral Responses to Their Infants’ Distress Cues: The Role of Secure Base Script Knowledge",2018,"Psychological Science","29","2",,"242","253",,,10.1177/0956797617730320,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042079576&doi=10.1177%2f0956797617730320&partnerID=40&md5=abc77e427b27126bdbfc4c67cc9155f9",Article,,Scopus,2-s2.0-85042079576
"Evans, G.W., Otto, S., Kaiser, F.G.","Childhood Origins of Young Adult Environmental Behavior",2018,"Psychological Science",,,,"","",,,10.1177/0956797617741894,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043680343&doi=10.1177%2f0956797617741894&partnerID=40&md5=bd1ffa827a0ccf7e7e4d7bd62c154b52",Article in Press,,Scopus,2-s2.0-85043680343
"Engelmann, J.M., Herrmann, E., Tomasello, M.","Concern for Group Reputation Increases Prosociality in Young Children",2018,"Psychological Science","29","2",,"181","190",,,10.1177/0956797617733830,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042121791&doi=10.1177%2f0956797617733830&partnerID=40&md5=20ea566f877a33f4621be5b325ee8154",Article,,Scopus,2-s2.0-85042121791
"Kim, S., Zhang, K., Park, D.","Don’t Want to Look Dumb? The Role of Theories of Intelligence and Humanlike Features in Online Help Seeking",2018,"Psychological Science","29","2",,"171","180",,,10.1177/0956797617730595,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042125039&doi=10.1177%2f0956797617730595&partnerID=40&md5=56a38a90d5fd7a056e85175ad7a2f44a",Article,,Scopus,2-s2.0-85042125039
"Lewis, G.J.","Early-Childhood Conduct Problems Predict Economic and Political Discontent in Adulthood: Evidence From Two Large, Longitudinal UK Cohorts",2018,"Psychological Science",,,,"","",,,10.1177/0956797617742159,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043705689&doi=10.1177%2f0956797617742159&partnerID=40&md5=0d943a1172f06bd5b6a2437104abc315",Article in Press,,Scopus,2-s2.0-85043705689
"Russell, E.M., Ickes, W., Ta, V.P.","Women Interact More Comfortably and Intimately With Gay Men—But Not Straight Men—After Learning Their Sexual Orientation",2018,"Psychological Science","29","2",,"288","303",,,10.1177/0956797617733803,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042127954&doi=10.1177%2f0956797617733803&partnerID=40&md5=1b3a74492416b7bb1481e0a8a2cc427a",Article,,Scopus,2-s2.0-85042127954
"Grotzinger, A.D., Mann, F.D., Patterson, M.W., Tackett, J.L., Tucker-Drob, E.M., Harden, K.P.","Hair and Salivary Testosterone, Hair Cortisol, and Externalizing Behaviors in Adolescents",2018,"Psychological Science",,,,"","",,,10.1177/0956797617742981,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043681433&doi=10.1177%2f0956797617742981&partnerID=40&md5=61dfa4ca1f5838339c91e8b2c4e74855",Article in Press,,Scopus,2-s2.0-85043681433
"Romeo, R.R., Leonard, J.A., Robinson, S.T., West, M.R., Mackey, A.P., Rowe, M.L., Gabrieli, J.D.E.","Beyond the 30-Million-Word Gap: Children’s Conversational Exposure Is Associated With Language-Related Brain Function",2018,"Psychological Science",,,,"","",,1,10.1177/0956797617742725,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042797149&doi=10.1177%2f0956797617742725&partnerID=40&md5=d50af039a869cdd9d216335097514126",Article in Press,,Scopus,2-s2.0-85042797149
"Cuddy, A.J.C., Schultz, S.J., Fosse, N.E.","P-Curving a More Comprehensive Body of Research on Postural Feedback Reveals Clear Evidential Value For Power-Posing Effects: Reply to Simmons and Simonsohn (2017)",2018,"Psychological Science",,,,"","",,,10.1177/0956797617746749,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043687421&doi=10.1177%2f0956797617746749&partnerID=40&md5=1f9af3878c26c6d74d3f76b3d895c608",Article in Press,,Scopus,2-s2.0-85043687421
"Gaertig, C., Simmons, J.P.","Do People Inherently Dislike Uncertain Advice?",2018,"Psychological Science",,,,"","",,,10.1177/0956797617739369,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043701640&doi=10.1177%2f0956797617739369&partnerID=40&md5=03fcd5282a6496e709eb039c03ad4183",Article in Press,,Scopus,2-s2.0-85043701640
"Ackerman, J.M., Tybur, J.M., Mortensen, C.R.","Infectious Disease and Imperfections of Self-Image",2018,"Psychological Science","29","2",,"228","241",,1,10.1177/0956797617733829,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042106156&doi=10.1177%2f0956797617733829&partnerID=40&md5=5c8d7b49dbe44e5a21c121f51c7d7c88",Article,,Scopus,2-s2.0-85042106156
"Cleary, A.M., Claxton, A.B.","Déjà Vu: An Illusion of Prediction",2018,"Psychological Science",,,,"","",,,10.1177/0956797617743018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043717121&doi=10.1177%2f0956797617743018&partnerID=40&md5=6c8a4ccb96ad49066d62f72852b3270e",Article in Press,,Scopus,2-s2.0-85043717121
"McKyton, A., Ben-Zion, I., Zohary, E.","Lack of Automatic Imitation in Newly Sighted Individuals",2018,"Psychological Science","29","2",,"304","310",,,10.1177/0956797617731755,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042108343&doi=10.1177%2f0956797617731755&partnerID=40&md5=4a226bd380a001bc44f638bb6c312511",Article,,Scopus,2-s2.0-85042108343
"Biderman, N., Mudrik, L.","Evidence for Implicit—But Not Unconscious—Processing of Object-Scene Relations",2018,"Psychological Science","29","2",,"266","277",,,10.1177/0956797617735745,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042082775&doi=10.1177%2f0956797617735745&partnerID=40&md5=a9c41d5abb41888bb7c039de944841ff",Article,,Scopus,2-s2.0-85042082775
"Ihmels, M., Ache, F.","Event-Based Conformity Versus Regression to the Mean: A Comment on Kim and Hommel (2015)",2018,"Psychological Science",,,,"","",,,10.1177/0956797617719082,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043694705&doi=10.1177%2f0956797617719082&partnerID=40&md5=26f1c13c118ed725a10a93686cf40911",Article in Press,,Scopus,2-s2.0-85043694705
"Hackel, L.M., Zaki, J.","Propagation of Economic Inequality Through Reciprocity and Reputation",2018,"Psychological Science",,,,"","",,,10.1177/0956797617741720,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043684840&doi=10.1177%2f0956797617741720&partnerID=40&md5=8275f8ea49ab515ad2f6b1ca65a0744c",Article in Press,,Scopus,2-s2.0-85043684840
[No author name available],"Corrigendum to: Free Will and Punishment: A Mechanistic View of Human Nature Reduces Retribution (Psychological Science, (2014), 25, 8, (1563-1570), 10.1177/0956797614534693)",2018,"Psychological Science","29","2",,"311","",,,10.1177/0956797617750381,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042132927&doi=10.1177%2f0956797617750381&partnerID=40&md5=ae5711f94bffc651e8e84902266cbc23",Erratum,,Scopus,2-s2.0-85042132927
"Patil, A., Duncan, K.","Lingering Cognitive States Shape Fundamental Mnemonic Abilities",2018,"Psychological Science","29","1",,"45","55",,,10.1177/0956797617728592,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040712964&doi=10.1177%2f0956797617728592&partnerID=40&md5=b0647c656e4e41b83929645b7362407c",Article,,Scopus,2-s2.0-85040712964
"Perkovic, S., Orquin, J.L.","Implicit Statistical Learning in Real-World Environments Leads to Ecologically Rational Decision Making",2018,"Psychological Science","29","1",,"34","44",,1,10.1177/0956797617733831,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040739371&doi=10.1177%2f0956797617733831&partnerID=40&md5=9a20c6918489153e3c01419c953beee3",Article,,Scopus,2-s2.0-85040739371
"Fedzechkina, M., Chu, B., Florian Jaeger, T.","Human Information Processing Shapes Language Change",2018,"Psychological Science","29","1",,"72","82",,,10.1177/0956797617728726,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040726563&doi=10.1177%2f0956797617728726&partnerID=40&md5=1f03d2645800dd1b108a326191a2d843",Article,,Scopus,2-s2.0-85040726563
[No author name available],"Corrigendum to: Childhood Adversity, Self-Esteem, and Diurnal Cortisol Profiles Across the Life Span (Psychological Science, (2016), 27, 9, (1249-1265), 10.1177/0956797616658287)",2018,"Psychological Science","29","1",,"161","165",,,10.1177/0956797617742084,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040712139&doi=10.1177%2f0956797617742084&partnerID=40&md5=f6f9b38fc115e4819cac3b137dba8e2a",Erratum,,Scopus,2-s2.0-85040712139
"Sherlock, J.M., Zietsch, B.P.","Longitudinal Relationships Between Parents’ and Children’s Behavior Need Not Implicate the Influence of Parental Behavior and May Reflect Genetics: Comment on Waldinger and Schulz (2016)",2018,"Psychological Science","29","1",,"154","157",,1,10.1177/0956797617717041,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040718654&doi=10.1177%2f0956797617717041&partnerID=40&md5=5139df42c0a563873b997d3792c25fce",Note,,Scopus,2-s2.0-85040718654
"Gershoff, E.T., Sattler, K.M.P., Ansari, A.","Strengthening Causal Estimates for Links Between Spanking and Children’s Externalizing Behavior Problems",2018,"Psychological Science","29","1",,"110","120",,,10.1177/0956797617729816,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040721534&doi=10.1177%2f0956797617729816&partnerID=40&md5=25024d1281f31d8b2040e1a1f00dda5d",Article,,Scopus,2-s2.0-85040721534
"Dufner, M., Brümmer, M., Chung, J.M., Drewke, P.M., Blaison, C., Schmukle, S.C.","Does Smile Intensity in Photographs Really Predict Longevity? A Replication and Extension of Abel and Kruger (2010)",2018,"Psychological Science","29","1",,"147","153",,,10.1177/0956797617734315,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040727239&doi=10.1177%2f0956797617734315&partnerID=40&md5=c4b5eb2db628ce8b0605ad22db73bd7a",Article,,Scopus,2-s2.0-85040727239
"Waldinger, R., Schulz, M.","The Blind Psychological Scientists and the Elephant: Reply to Sherlock and Zietsch",2018,"Psychological Science","29","1",,"158","160",,,10.1177/0956797617740686,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040744619&doi=10.1177%2f0956797617740686&partnerID=40&md5=9d77b9d85fadaa75c19f2350228ad47c",Note,,Scopus,2-s2.0-85040744619
"Pramod, R.T., Arun, S.P.","Symmetric Objects Become Special in Perception Because of Generic Computations in Neurons",2018,"Psychological Science","29","1",,"95","109",,,10.1177/0956797617729808,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040716853&doi=10.1177%2f0956797617729808&partnerID=40&md5=d6c38fd55df5e00779b1fe7ad5603ce1",Article,,Scopus,2-s2.0-85040716853
"Salazar Kämpf, M., Liebermann, H., Kerschreiter, R., Krause, S., Nestler, S., Schmukle, S.C.","Disentangling the Sources of Mimicry: Social Relations Analyses of the Link Between Mimicry and Liking",2018,"Psychological Science","29","1",,"131","138",,,10.1177/0956797617727121,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040736855&doi=10.1177%2f0956797617727121&partnerID=40&md5=f45af27a44b169e249b6a5e9b76bb222",Article,,Scopus,2-s2.0-85040736855
