Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Aczel, B., Szollosi, A., Palfi, B., Szaszi, B., Kieslich, P.J.","Is Action Execution Part of the Decision-Making Process? An Investigation of the Embodied Choice Hypothesis",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000484,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041590393&doi=10.1037%2fxlm0000484&partnerID=40&md5=8f1741f955bb86ba658396e70b29b51f",Article in Press,,Scopus,2-s2.0-85041590393
"Lindau, B., Topolinski, S.","The articulatory in-out effect resists oral motor interference",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"209","220",,1,10.1037/xlm0000443,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026519500&doi=10.1037%2fxlm0000443&partnerID=40&md5=b5a8e1c9182d98dd1feed86bf2db9474",Article,,Scopus,2-s2.0-85026519500
"Scharenborg, O., Coumans, J.M.J., van Hout, R.","The effect of background noise on the word activation process in nonnative spoken-word recognition",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"233","249",,1,10.1037/xlm0000441,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026739458&doi=10.1037%2fxlm0000441&partnerID=40&md5=3acae82385e16019f7ec610eb2c1dc2b",Article,,Scopus,2-s2.0-85026739458
"Stephens, R.G., Kalish, M.L.","The Effect of Feedback Delay on Perceptual Category Learning and Item Memory: Further Limits of Multiple Systems",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000528,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041175007&doi=10.1037%2fxlm0000528&partnerID=40&md5=b583f64b34f8bb75df47f5d55aa3981b",Article in Press,,Scopus,2-s2.0-85041175007
"Trifonova, I.V., Adelman, J.S.","The Sandwich Priming Paradigm Does Not Reduce Lexical Competitor Effects",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000542,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041235892&doi=10.1037%2fxlm0000542&partnerID=40&md5=51568f003765378547189e3069c7acfd",Article in Press,,Scopus,2-s2.0-85041235892
"Chon, D., Thompson, K.R., Reber, P.J.","Motivation to avoid loss improves implicit skill performance",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"327","333",,,10.1037/xlm0000456,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029793633&doi=10.1037%2fxlm0000456&partnerID=40&md5=0471e0716e742509012609dd5366f8be",Article,,Scopus,2-s2.0-85029793633
"Bender, A., Beller, S., Klauer, K.C.","Gender Congruency From a Neutral Point of View: The Roles of Gender Classes and Conceptual Connotations",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000534,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041224167&doi=10.1037%2fxlm0000534&partnerID=40&md5=dd6ddbed2339b0a02b2629259da80dd1",Article in Press,,Scopus,2-s2.0-85041224167
"Black, J., Williams, D., Ferguson, H.J.","Imagining Counterfactual Worlds in Autism Spectrum Disorder",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000500,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041190727&doi=10.1037%2fxlm0000500&partnerID=40&md5=e80ca4b3c7eef379e3436033c3af24e5",Article in Press,,Scopus,2-s2.0-85041190727
"Hurlstone, M.J., Hitch, G.J.","How is the serial order of a visual sequence represented? Insights from transposition latencies",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"167","192",,,10.1037/xlm0000440.supp,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042561701&doi=10.1037%2fxlm0000440.supp&partnerID=40&md5=ca1647b5b124f5c55791c501e5e0e9cd",Article,,Scopus,2-s2.0-85042561701
"Denby, T., Schecter, J., Arn, S., Dimov, S., Goldrick, M.","Contextual variability and exemplar strength in phonotactic learning",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"280","294",,,10.1037/xlm0000465,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029789723&doi=10.1037%2fxlm0000465&partnerID=40&md5=a77a5c984e8bf50dd8dd6b892a44b425",Article,,Scopus,2-s2.0-85029789723
"Lupker, S.J., Nakayama, M., Yoshihara, M.","Phonologically-Based Priming in the Same-Different Task With L1 Readers",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000515,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041212766&doi=10.1037%2fxlm0000515&partnerID=40&md5=5edc74008ca757d545027527d44b7a9b",Article in Press,,Scopus,2-s2.0-85041212766
"Zhang, H., Miller, K., Cleveland, R., Cortina, K.","How Listening to Music Affects Reading: Evidence From Eye Tracking",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000544,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041205358&doi=10.1037%2fxlm0000544&partnerID=40&md5=12a218bb944a2bdc182f2e0ad5ea48c0",Article in Press,,Scopus,2-s2.0-85041205358
"Gregg, J., Sajin, S.","The Use of Phonological Representations in Guiding Eye Movements in the Visual World Paradigm",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000541,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041167497&doi=10.1037%2fxlm0000541&partnerID=40&md5=124f4f40cc329af030714241fdd99f7a",Article in Press,,Scopus,2-s2.0-85041167497
"Muda, R., Niszczota, P., Bialek, M., Conway, P.","Reading dilemmas in a foreign language reduces both deontological and utilitarian response tendencies",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"321","326",,,10.1037/xlm0000447,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026529214&doi=10.1037%2fxlm0000447&partnerID=40&md5=edb6101596f59f4250b9a0b3ca858d6a",Article,,Scopus,2-s2.0-85026529214
"Schuch, S., Pütz, S.","Mood State Dissociates Conflict Adaptation Within Tasks and Across Tasks",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000530,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041212039&doi=10.1037%2fxlm0000530&partnerID=40&md5=5bfda77119d26ee2001bf451b1e4fd9d",Article in Press,,Scopus,2-s2.0-85041212039
"Chen, X.R., Gomes, C.F.A., Brainerd, C.J.","Explaining Recollection Without Remembering",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000559,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041240996&doi=10.1037%2fxlm0000559&partnerID=40&md5=b696be872b51051c3d3c55f0526c7c83",Article in Press,,Scopus,2-s2.0-85041240996
"Hayes, B.K., Stephens, R.G., Ngo, J., Dunn, J.C.","The Dimensionality of Reasoning: Inductive and Deductive Inference can be Explained by a Single Process",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000527,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041192783&doi=10.1037%2fxlm0000527&partnerID=40&md5=43a4ce65b687e12069eecf4388c9f1d7",Article in Press,,Scopus,2-s2.0-85041192783
"Vogel, T., Carr, E.W., Davis, T., Winkielman, P.","Category structure determines the relative attractiveness of global versus local averages",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"250","267",,,10.1037/xlm0000446,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029793037&doi=10.1037%2fxlm0000446&partnerID=40&md5=13574c6e5e8c84ec24d96772b4b187bf",Article,,Scopus,2-s2.0-85029793037
"Smith, S.A., Mulligan, N.W.","Distinctiveness and the Attentional Boost Effect",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000531,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041229580&doi=10.1037%2fxlm0000531&partnerID=40&md5=e16eb99130d6a525371f3f88c2e2ef50",Article in Press,,Scopus,2-s2.0-85041229580
"Gilbert, R.A., Davis, M.H., Gaskell, M.G., Rodd, J.M.","Listeners and Readers Generalize Their Experience With Word Meanings Across Modalities",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000532,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041206105&doi=10.1037%2fxlm0000532&partnerID=40&md5=b9633b94e3d656147ef7fd8f44fbe4ba",Article in Press,,Scopus,2-s2.0-85041206105
"Douven, I., Mirabile, P.","Best, Second-Best, and Good-Enough Explanations: How They Matter to Reasoning",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000545,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041183692&doi=10.1037%2fxlm0000545&partnerID=40&md5=1a2b0b165804e4f3d81c201dd8199f14",Article in Press,,Scopus,2-s2.0-85041183692
"Golubickis, M., Falben, J.K., Cunningham, W.A., Neil Macrae, C.","Exploring the self-ownership effect: Separating stimulus and response biases",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"295","306",,,10.1037/xlm0000455,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029800537&doi=10.1037%2fxlm0000455&partnerID=40&md5=f4f369a0ec41eff90cd2a2e15908cd2c",Article,,Scopus,2-s2.0-85029800537
"Marsh, J.E., Yang, J., Qualter, P., Richardson, C., Perham, N., Vachon, F., Hughes, R.W.","Postcategorical Auditory Distraction in Short-Term Memory: Insights From Increased Task Load and Task Type",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000492,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041192033&doi=10.1037%2fxlm0000492&partnerID=40&md5=954c077f8968744dd3ead0e11a882fa6",Article in Press,,Scopus,2-s2.0-85041192033
"Swaminathan, S., Schellenberg, E.G., Venkatesan, K.","Explaining the Association Between Music Training and Reading in Adults",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000493,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041229236&doi=10.1037%2fxlm0000493&partnerID=40&md5=98683ee57c5efe0d7f1540ac022e4ba5",Article in Press,,Scopus,2-s2.0-85041229236
"Skylark, W.J.","If John Is Taller Than Jake, Where Is John? Spatial Inference From Magnitude Comparison",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000505,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041193234&doi=10.1037%2fxlm0000505&partnerID=40&md5=f9f560b8aaf260fb44a7c16f7baaee9b",Article in Press,,Scopus,2-s2.0-85041193234
"Karaman, F., Hay, J.F.","The longevity of statistical learning: When infant memory decays, isolated words come to the rescue",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"221","232",,,10.1037/xlm0000448,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026734428&doi=10.1037%2fxlm0000448&partnerID=40&md5=43930a356c944e6560a6489949a614a2",Article,,Scopus,2-s2.0-85026734428
"Smith, S.M., Handy, J.D., Hernandez, A., Jacoby, L.L.","Context Specificity of Automatic Influences of Memory",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000523,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041167552&doi=10.1037%2fxlm0000523&partnerID=40&md5=058242ecb37a82d705b0885ad8559f1a",Article in Press,,Scopus,2-s2.0-85041167552
"Kaakinen, J.K., Ballenghein, U., Tissier, G., Baccino, T.","Fluctuation in Cognitive Engagement During Reading: Evidence From Concurrent Recordings of Postural and Eye Movements",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000539,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041193759&doi=10.1037%2fxlm0000539&partnerID=40&md5=03d3228f674ea079c8750cd45ccf3c7a",Article in Press,,Scopus,2-s2.0-85041193759
"Ratcliff, R., Van Dongen, H.P.A.","The effects of sleep deprivation on item and associative recognition memory",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"193","208",,,10.1037/xlm0000452,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029789579&doi=10.1037%2fxlm0000452&partnerID=40&md5=bb3eab99671109873b3ec2d26693763b",Article,,Scopus,2-s2.0-85029789579
"Huff, M., Maurer, A.E., Brich, I., Pagenkopf, A., Wickelmaier, F., Papenmeier, F.","Construction and updating of event models in auditory event processing",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"307","320",,,10.1037/xlm0000482,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029796956&doi=10.1037%2fxlm0000482&partnerID=40&md5=220ea91a49d2c397b7d618a1d6be774b",Article,,Scopus,2-s2.0-85029796956
"Griffiths, O., Erlinger, M., Beesley, T., Le Pelley, M.E.","Outcome Predictability Biases Cued Search",2018,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000529,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041201890&doi=10.1037%2fxlm0000529&partnerID=40&md5=c45557a477a4b13199c926a957163997",Article in Press,,Scopus,2-s2.0-85041201890
"Chua, K.-W., Bub, D.N., Masson, M.E.J., Gauthier, I.","Grasp representations depend on knowledge and attention",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","2",,"268","279",,,10.1037/xlm0000453,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029782204&doi=10.1037%2fxlm0000453&partnerID=40&md5=8d0b0ddb5e645e95861fa93f7a59e6c2",Article,,Scopus,2-s2.0-85029782204
"Qu, Q., Cui, Z., Damian, M.F.","Orthographic Effects in Second-Language Spoken-Word Recognition",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000520,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039165419&doi=10.1037%2fxlm0000520&partnerID=40&md5=dd7e5c7e3bd14b24f7b73c410c80a933",Article in Press,,Scopus,2-s2.0-85039165419
"Betts, H.N., Gilbert, R.A., Cai, Z.G., Okedara, Z.B., Rodd, J.M.","Retuning of Lexical-Semantic Representations: Repetition and Spacing Effects in Word-Meaning Priming",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000507,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039151500&doi=10.1037%2fxlm0000507&partnerID=40&md5=38e3c2f5aef509807a3cd03b5cc9178e",Article in Press,,Scopus,2-s2.0-85039151500
"Li, C., Gollan, T.H.","Cognates Facilitate Switches and Then Confusion: Contrasting Effects of Cascade Versus Feedback on Language Selection",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000497,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039148956&doi=10.1037%2fxlm0000497&partnerID=40&md5=e7038ca26f9524c5bb19c1a8d4ee4906",Article in Press,,Scopus,2-s2.0-85039148956
"Ness, T., Meltzer-Asscher, A.","Lexical Inhibition due to Failed Prediction: Behavioral Evidence and ERP Correlates",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000525,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039171792&doi=10.1037%2fxlm0000525&partnerID=40&md5=a5fc3efa29ef8111565d97dc57ec9674",Article in Press,,Scopus,2-s2.0-85039171792
"Rhodes, S., Cowan, N., Hardman, K.O., Logie, R.H.","Informed Guessing in Change Detection",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000495,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038622585&doi=10.1037%2fxlm0000495&partnerID=40&md5=107e17566f5345b21e7bbc2fae3aef29",Article in Press,,Scopus,2-s2.0-85038622585
"Sturz, B.R., Bell, Z.K., Bodily, K.D.","Environmental Scaling Influences the Use of Local but Not Global Geometric Cues During Spatial Reorientation",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000510,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037723306&doi=10.1037%2fxlm0000510&partnerID=40&md5=5a316306529216b1b76ccb9ec825b0aa",Article in Press,,Scopus,2-s2.0-85037723306
"Seitz, B.M., Polack, C.W., Miller, R.R.","Adaptive Memory: Is There a Reproduction-Processing Effect?",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000513,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037747186&doi=10.1037%2fxlm0000513&partnerID=40&md5=5d97b5c970e716cc33359dcde160a182",Article in Press,,Scopus,2-s2.0-85037747186
"Ball, B.H., Brewer, G.A.","Proactive Control Processes in Event-Based Prospective Memory: Evidence From Intraindividual Variability and Ex-Gaussian Analyses",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000489,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037733708&doi=10.1037%2fxlm0000489&partnerID=40&md5=a63f262d80a7777ad77a6625d82b310e",Article in Press,,Scopus,2-s2.0-85037733708
"Buchin, Z.L., Mulligan, N.W.","The testing effect under divided attention",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","12",,"1934","1947",,,10.1037/xlm0000427,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038081913&doi=10.1037%2fxlm0000427&partnerID=40&md5=ceb620dd2ed2d24e124c32dba41dc1f0",Article,,Scopus,2-s2.0-85038081913
"Frank, D.J., Macnamara, B.N.","Does the acquisition of spatial skill involve a shift from algorithm to memory retrieval?",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","12",,"1845","1856",,,10.1037/xlm0000429,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038074322&doi=10.1037%2fxlm0000429&partnerID=40&md5=4f9b5026748712e8d914622dac9ac5d1",Article,,Scopus,2-s2.0-85038074322
